,code,concatsize,organic?,concatprod,RRP?,brand,j,price,,,#VALUE!,case size,unit size,unit,VAT code
1,611722,15x150g,organic,White Cooking Chocolate    ,2.49,Green & Black,,28.00,,0,5011835000399,15,150,g,0
1,611805,9x250g,,Hot Drinking Chocolate Bar - half case   ,4.99,Hasslachers,,33.65,,0,5060280300004,9,250,g,0
1,611810,7x250g,,Flaked Hot Drinking Chocolate    ,5.25,Hasslachers,,27.55,,0,5060280300134,7,250,g,0
1,612005,25kg,organic,Cocoa Powder - 10-12% fat   ,,,,125.00,,0,,,25,kg,0
1,612010,1kg,organic,Cocoa Powder - 10-12% fat   ,,Infinity,,6.50,,0,5028869000011,,1,kg,0
1,612050,2.5kg,organic,55% Dark Couverture   ,,Infinity,,22.30,,0,5028869000028,,2.5,kg,0
1,612055,2.5kg,organic,73% Very Dark Couverture   ,,Infinity,,24.40,,0,5028869000035,,2.5,kg,0
1,612060,2.5kg,organic,Milk Couverture   ,,Infinity,,24.70,,0,5028869000042,,2.5,kg,0
1,612065,2.5kg,organic,White Couverture   ,,Infinity,,24.40,,0,5028869000059,,2.5,kg,0
1,612505,12x50g,organic,Yannoh - instant   ,3.25,Lima,,29.25,,0,5411788003636,12,50,g,0
1,612510,8x125g,organic,Yannoh - instant   ,4.95,Lima,,29.70,,0,5411788003629,8,125,g,0
1,612513,6x150g,organic,Yannoh Vanilla - instant   ,5.75,Lima,,25.90,,0,5411788043120,6,150,g,0
1,612515,6x500g,organic,Yannoh Original - ground   ,3.65,Lima,,16.45,,0,5411788026246,6,500,g,0
1,612570,6x300g,organic,No.1 Blend - bag 54% cocoa drinking choc   ,6.75,Montezumas,,23.90,,0,50012701,6,300,g,0
1,612580,1.5kg,organic,No.1 Blend - bulk bag drinking chocolate   ,,Montezumas,,16.10,,0,560065061564,,1.5,kg,0
1,612585,6x300g,organic,No.2 Blend - bag 73% cocoa chilli drinking chocolate   ,6.75,Montezumas,,23.90,,0,501271850012718,6,300,g,0
1,612605,6x100g,organic,Organic Barley Cup  ,3.39,Barley Cup,,15.25,,0,5010801000098,6,100,g,0
1,612607,6x100g,,Barley Cup Original - sml ,2.49,Barley Cup,,11.20,,0,5010801000036,6,100,g,0
1,612610,6x200g,,Barley Cup Original- lge ,4.25,Barley Cup,,19.10,,0,5010801000043,6,200,g,0
1,612612,6x200g,,Barley Cup Granules  ,4.99,Barley Cup,,22.45,,0,5010801000067,6,200,g,0
1,612615,6x100g,organic,Organic Chicory Cup ,3.69,Barley Cup,,16.60,,0,5901154044979,6,100,g,0
1,612620,6x100g,,Chicory Cup (non-organic) ,3.09,Barley Cup,,13.90,,0,5901154044962,6,100,g,0
1,612705,6x100g,organic,BioMalt - instant grain coffee substitute ,3.19,Biona,,14.35,,0,5032722301207,6,100,g,0
1,612805,6x125g,organic,Luxury 70% Chocolate Flakes   ,3.99,Plamil,,14.95,V,2.99,5013092666011,6,125,g,2
1,612807,6x125g,organic,Mint 70% Chocolate Flakes   ,3.99,Plamil,,14.95,V,2.99,5013092666035,6,125,g,2
1,612810,6x125g,organic,Orange 70% Chocolate Flakes   ,3.99,Plamil,,14.95,V,2.99,5013092666028,6,125,g,2
1,612812,6x125g,,No Added Sugar 72% Chocolate Flakes   ,3.99,Plamil,,14.95,V,2.99,5013092555018,6,125,g,2
1,612855,6x100g,organic,Instant Chicory   ,2.70,Prewetts,,12.15,,0,5013387432017,6,100,g,0
1,613012,6x300g,,Dandelion Coffee - pouch   ,7.59,Symingtons,,34.10,,0,5000477296154,6,300,g,0
1,613503,9x100g,organic,Nocaf   ,2.99,Whole Earth,,20.20,,0,5011835100808,9,100,g,0
1,613505,9x125g,,Wakecup     ,3.89,Whole Earth,,26.25,,0,5011835100853,9,125,g,0
1,640105,6x750ml,,Mulled Winter Punch - non-alcoholic    ,2.65,Belvoir,,9.95,V,1.99,5022019210121,6,750,ml,2
1,640110,6x750ml,,Spiced Ginger Punch - non-alcoholic    ,2.65,Belvoir,,9.95,V,1.99,5022019220120,6,750,ml,2
1,640905,6x1l,organic,Coconut Water   ,3.99,Buko,,14.95,V,2.99,5060401780029,6,1,l,2
1,641010,12x330ml,organic,Coconut Water   ,1.79,Biona,,13.40,V,2.68,5032722311770,12,330,ml,2
1,641025,12x330ml,,Purdeys - Rejuvenate - Silver Bottle   ,1.33,Purdeys,,10.00,V,2,5024115330055,12,330,ml,2
1,641105,20x275ml,organic,Original Kombucha       ,1.95,Equinox,,24.25,V,4.85,610696108265,20,275,ml,2
1,641110,20x275ml,organic,Ginger Kombucha       ,1.95,Equinox,,24.25,V,4.85,610696108289,20,275,ml,2
1,641115,20x275ml,organic,Raspberry & Elderflower Kombucha       ,1.95,Equinox,,24.25,V,4.85,610696108272,20,275,ml,2
1,641120,20x275ml,organic,Wild Berry Kombucha       ,1.95,Equinox,,24.25,V,4.85,610696108258,20,275,ml,2
1,641208,6x750ml,,GO! Kombucha - Green Sencha    ,5.79,Gaia,,25.70,,0,,6,750,ml,0
1,641209,6x750ml,,GO! Kombucha - Red Pu-erh    ,5.79,Gaia,,25.70,,0,,6,750,ml,0
1,641218,12x250ml,,GO! Kombucha - China White   ,2.29,Gaia,,20.35,,0,,12,250,ml,0
1,641219,12x250ml,,"GO! Kombucha - Golden Yunnan (""Red Pu-erh"" was typo!)   ",2.29,Gaia,,20.35,,0,,12,250,ml,0
1,641250,6x1l,,Go Coco - coconut water - Tetra    ,3.41,Go Coco,,12.80,V,2.56,506028060098,6,1,l,2
1,641255,12x500ml,,Go Coco - coconut water - PET   ,2.20,Go Coco,,16.50,V,3.3,609722889780,12,500,ml,2
1,641303,6x200ml,organic,Baobab Superfruit Drink    ,1.58,Chosan,r,5.65,V,1.13,,6,200,ml,2
1,641307,6x330ml,organic,Pure Hibiscus Drink (NOW + VAT)   ,1.58,Chosan,r,5.65,V,1.13,797776122059,6,330,ml,2
1,641350,6x350ml,organic,King Coco - coconut water - glass bottle   ,2.39,Clearspring,,8.95,V,1.79,5021554989646,6,350,ml,2
1,641405,12x1l,,Coconut Water   ,3.49,Chi,,26.15,V,5.23,4100910955165,12,1,l,2
1,641410,12x330ml,,Coconut Water   ,1.69,Chi,,12.65,V,2.53,4100910955158,12,330,ml,2
1,641412,12x330ml,,Mango Coconut Water   ,1.79,Chi,,13.40,V,2.68,4100910940000,12,330,ml,2
1,641415,12x330ml,,Pineapple Coconut Water   ,1.79,Chi,,13.40,V,2.68,4100910940017,12,330,ml,2
1,641417,12x330ml,,Tropical Fruits Coconut Water   ,1.79,Chi,,13.40,V,2.68,4100910940024,12,330,ml,2
1,641420,12x330ml,,Chocolate Coconut Milk   ,1.79,Chi,,16.10,,0,4100910940031,12,330,ml,0
1,641422,12x330ml,,Espresso Coconut Milk   ,1.79,Chi,,16.10,,0,4100910940048,12,330,ml,0
1,641425,36x200ml,,Coconut Water - tetra   ,1.19,Cocofina,,26.85,V,5.37,5060118260166,36,200,ml,2
1,641426,12x500ml,,Coconut Water - PET bottle   ,2.59,Cocofina,,19.45,V,3.89,5060118260173,12,500,ml,2
1,641427,12x1l,,Coconut Water - tetra   ,3.99,Cocofina,,29.90,V,5.98,5060118260203,12,1,l,2
1,641428,12x1l,organic,Coconut Water - FairTrade - lge    ,3.99,Coco Zumi,,29.85,V,5.97,,12,1,l,2
1,641430,12x330ml,organic,Coconut Water - FairTrade - small   ,1.79,Coco Zumi,,13.40,V,2.68,799475794155,12,330,ml,2
1,641432,12x943ml,organic,Pure Maple Water -Tetra   ,3.99,Drink Maple,,29.85,V,5.97,865106000015,12,943,ml,2
1,641435,12x355ml,organic,Pure Maple Water - plastic bottle   ,2.59,Drink Maple,,19.40,V,3.88,865106000022,12,355,ml,2
1,641437,12x250ml,organic,Pure Maple Water - Tetra   ,1.99,Drink Maple,,14.95,V,2.99,865106000008,12,250,ml,2
1,641450,10x1l,organic,Pure Coco Juice - 1 litre   ,5.15,Dr Martins,,32.20,V,6.44,4260183211082,10,1,l,2
1,641460,10x500ml,organic,Apricot - Pure Coco Juice    ,2.85,Dr Martins,,17.80,V,3.56,4260183211310,10,500,ml,2
1,641462,10x500ml,organic,Pure Coco Juice - 500ml   ,2.85,Dr Martins,,17.80,V,3.56,4260183211006,10,500,ml,2
1,641463,10x500ml,organic,Banana - Pure Coco Juice   ,2.85,Dr Martins,,17.80,V,3.56,4260183211044,10,500,ml,2
1,641464,10x500ml,organic,Pineapple & Acerola Pure Coco Juice    ,2.85,Dr Martins,,17.80,V,3.56,4260183211020,10,500,ml,2
1,641465,8x330ml,organic,Pure Coco Juice - 330ml    ,2.35,Dr Martins,,11.75,V,2.35,4260183210221,8,330,ml,2
1,641467,8x330ml,organic,Green Tea & White Peach - Pure Coco Juice     ,2.35,Dr Martins,,11.75,V,2.35,4260183211105,8,330,ml,2
1,641470,8x330ml,organic,Mango - Pure Coco Juice    ,2.35,Dr Martins,,11.75,V,2.35,4260183211129,8,330,ml,2
1,641485,8x330ml,demeter,Lemon Green Iced Tea    ,1.39,Hampstead Tea,,8.35,,0,813427000672,8,330,ml,0
1,641487,8x330ml,demeter,Raspberry Green Iced Tea    ,1.39,Hampstead Tea,,8.35,,0,813427000689,8,330,ml,0
1,641490,8x330ml,demeter,Peach Oolong Iced Tea    ,1.39,Hampstead Tea,,8.35,,0,813427000832,8,330,ml,0
1,641492,8x330ml,demeter,Elderflower Oolong Iced Tea    ,1.39,Hampstead Tea,,8.35,,0,813427000696,8,330,ml,0
1,641505,6x500ml,,Honegar - small   ,4.99,Rayners,,18.70,V,3.74,5019998631344,6,500,ml,2
1,641510,6x1l,,Honegar - large   ,9.25,Rayners,,34.65,V,6.93,5019998631412,6,1,l,2
1,641550,12x500ml,organic,Original Kombucha - large   ,3.35,Love Kombucha,,30.15,,0,702811550704,12,500,ml,0
1,641552,12x500ml,organic,Blueberry Kombucha - large   ,3.35,Love Kombucha,,25.15,V,5.03,702811550711,12,500,ml,2
1,641553,12x500ml,organic,Ginger Kombucha - large   ,3.35,Love Kombucha,,25.15,V,5.03,702811550728,12,500,ml,2
1,641555,12x500ml,organic,Ginger & Lime Kombucha - large   ,3.35,Love Kombucha,,25.15,V,5.03,702811550735,12,500,ml,2
1,641557,6x250ml,organic,Original Kombucha - small   ,2.19,Love Kombucha,,9.85,,0,702811662346,6,250,ml,0
1,641558,6x250ml,organic,Blueberry Kombucha - small   ,2.19,Love Kombucha,,8.20,V,1.64,702811662377,6,250,ml,2
1,641560,6x250ml,organic,Ginger Kombucha - small   ,2.19,Love Kombucha,,8.20,V,1.64,702811662353,6,250,ml,2
1,641562,6x250ml,organic,Ginger & Lime Kombucha - small   ,2.19,Love Kombucha,,8.20,V,1.64,702811662360,6,250,ml,2
1,641605,12x250ml,organic,Gusto Original Organic Energy   ,1.99,Gusto,,14.90,V,2.98,5060042491018,12,250,ml,2
1,641607,12x250ml,organic,Gusto - Lemonade   ,1.99,Gusto,,14.90,V,2.98,5060042491025,12,250,ml,2
1,641615,5p,,Gusto point of sale Leaflet free of charge - please quote code:   ,,,,,,0,,,5,p,0
1,642005,6x700ml,,Norfolk Punch - non-alcoholic    ,6.99,Norfolk Punch,,26.15,V,5.23,5573063214387,6,700,ml,2
1,642802,6x750ml,organic,Birch Water 100% - Original - large    ,3.89,Treevitalise,,14.60,V,2.92,5060425630041,6,750,ml,2
1,642805,15x250ml,organic,Birch Water - Original - small   ,2.45,Treevitalise,,22.40,V,4.48,5060425630003,15,250,ml,2
1,642807,15x250ml,organic,Birch Water - Lemon   ,2.45,Treevitalise,,22.40,V,4.48,5060425630027,15,250,ml,2
1,642810,15x250ml,organic,Birch Water - Mint   ,2.45,Treevitalise,,22.40,V,4.48,5060425630010,15,250,ml,2
1,642905,6x1l,,Coconut Water    ,2.99,UFC,,11.20,V,2.24,8850025000026,6,1,l,2
1,642907,12x500ml,,Coconut Water    ,1.99,UFC,,14.95,V,2.99,8850025001023,12,500,ml,2
1,642910,12x500ml,,Matcha Green Tea Coconut Water    ,1.99,UFC,,14.95,V,2.99,8850025000521,12,500,ml,2
1,642912,12x500ml,,Thai Lime Coconut Water    ,1.99,UFC,,14.95,V,2.99,8850025000514,12,500,ml,2
1,642915,12x500ml,,Watermelon Coconut Water    ,1.99,UFC,,14.95,V,2.99,8850025000538,12,500,ml,2
1,643405,12x330ml,,Coconut Water - small   ,1.73,Vita Coco,,12.95,V,2.59,898999000022,12,330,ml,2
1,643407,12x500ml,,Coconut Water - medium   ,2.59,Vita Coco,,19.45,V,3.89,898999010007,12,500,ml,2
1,643410,12x1l,,Coconut Water - large   ,3.89,Vita Coco,,29.20,V,5.84,898999000503,12,1,l,2
1,643420,12x330ml,,Peach & Mango Coconut Water    ,1.73,Vita Coco,,12.95,V,2.59,898999000305,12,330,ml,2
1,643422,12x330ml,,Pineapple Coconut Water    ,1.73,Vita Coco,,12.95,V,2.59,898999000206,12,330,ml,2
1,660558,12x250ml,,Pomegranate & Raspberry Press_   ,1.28,Belvoir,,9.60,V,1.92,5022019340316,12,250,ml,2
1,660560,6x500ml,organic,Elderflower Cordial   ,4.85,Belvoir,,18.15,V,3.63,5022019150205,6,500,ml,2
1,660565,6x500ml,organic,Ginger Cordial   ,4.85,Belvoir,,18.15,V,3.63,5022019160204,6,500,ml,2
1,660570,12x250ml,organic,Dragon Fruit & Raspberry Press_   ,1.37,Belvoir,,10.25,V,2.05,5022019440313,12,250,ml,2
1,660575,6x750ml,organic,Elderflower Press_   ,2.73,Belvoir,,10.25,V,2.05,5022019150113,6,750,ml,2
1,660577,12x250ml,organic,Elderflower Press_   ,1.37,Belvoir,,10.25,V,2.05,5022019150311,12,250,ml,2
1,660580,6x750ml,organic,Ginger Beer   ,2.73,Belvoir,,10.25,V,2.05,5022019160112,6,750,ml,2
1,660582,12x250ml,organic,Ginger Beer   ,1.37,Belvoir,,10.25,V,2.05,5022019160310,12,250,ml,2
1,660585,6x750ml,organic,Lemonade    ,2.73,Belvoir,,10.25,V,2.05,5022019170111,6,750,ml,2
1,660587,12x250ml,organic,Lemonade    ,1.37,Belvoir,,10.25,V,2.05,5022019170319,12,250,ml,2
1,660675,6x330ml,organic,Acerola Cherry Juice - pure 100%   ,5.49,Biona,,20.55,V,4.11,5032722307339,6,330,ml,2
1,660680,6x1l,organic,Apple Juice - Tetra   ,2.99,Biona,,11.20,V,2.24,5032722307186,6,1,l,2
1,660681,6x1l,organic,Apple & Blueberry Juice - Tetra   ,3.99,Biona,,14.95,V,2.99,5032722308466,6,1,l,2
1,660682,6x1l,organic,Apple & Cranberry Juice - Tetra   ,4.09,Biona,,15.35,V,3.07,5032722308459,6,1,l,2
1,660684,12x500ml,organic,Beetroot Juice - Tetra   ,1.99,Biona,,14.90,V,2.98,5032722312357,12,500,ml,2
1,660685,6x330ml,organic,Blueberry Juice - pure 100%   ,5.89,Biona,,22.05,V,4.41,5032722307322,6,330,ml,2
1,660686,12x500ml,organic,Vegetable Juice - Tetra   ,1.99,Biona,,14.90,V,2.98,5032722312364,12,500,ml,2
1,660687,6x1l,organic,Tart Cherry Juice - pure 100% - lge   ,4.69,Biona,,17.60,V,3.52,5032722311541,6,1,l,2
1,660688,6x200ml,organic,Tart Cherry Juice - pure 100% - sml   ,2.19,Biona,,8.20,V,1.64,5032722313897,6,200,ml,2
1,660689,12x500ml,organic,Carrot Juice - Tetra   ,1.89,Biona,,14.15,V,2.83,5032722315471,12,500,ml,2
1,660690,6x1l,organic,Pomegranate Juice - pure   ,4.89,Biona,,18.30,V,3.66,5032722308824,6,1,l,2
1,660692,6x200ml,organic,Pomegranate Juice - pure   ,1.79,Biona,,6.70,V,1.34,5032722313880,6,200,ml,2
1,660704,6x1l,organic,Carrot Juice   ,3.39,Biona,,12.70,V,2.54,5032722301764,6,1,l,2
1,660705,6x1l,organic,Apple Juice - lge   ,3.39,Biona,,12.70,V,2.54,5032722301733,6,1,l,2
1,660707,6x1l,organic,Peach Apricot and Apple Juice   ,3.69,Biona,,13.85,V,2.77,5032722314191,6,1,l,2
1,660708,6x1l,organic,Orange Juice   ,4.69,Biona,,17.55,V,3.51,5032722312319,6,1,l,2
1,660709,6x1l,organic,Red Grape Juice   ,4.19,Biona,,15.70,V,3.14,5032722312326,6,1,l,2
1,660710,6x1l,organic,Tomato Juice   ,3.39,Biona,,12.70,V,2.54,5032722301771,6,1,l,2
1,660711,6x750ml,organic,Cranberry Juice Drink   ,4.69,Biona,,17.55,V,3.51,5032722302518,6,750,ml,2
1,660712,6x330ml,organic,Cranberry Juice - pure 100% - sml   ,5.19,Biona,,19.45,V,3.89,5032722305144,6,330,ml,2
1,660713,6x750ml,organic,Apple & Mango Juice - lge   ,4.69,Biona,,17.55,V,3.51,5032722304987,6,750,ml,2
1,660714,6x750ml,organic,Cranberry Juice - pure 100% - lge   ,8.69,Biona,,32.55,V,6.51,5032722307513,6,750,ml,2
1,660717,6x330ml,organic,Elderberry Juice - pure 100%   ,3.49,Biona,,13.10,V,2.62,5032722312715,6,330,ml,2
1,661290,24x250ml,organic,Karma Cola - can   ,1.05,Karma Cola,,15.70,V,3.14,9421902090349,24,250,ml,2
1,661292,24x250ml,organic,Gingerella Ginger Ale - can   ,1.05,Karma Cola,,15.70,V,3.14,9421902090356,24,250,ml,2
1,661295,24x250ml,organic,Lemmy Lemonade - can   ,1.05,Karma Cola,,15.70,V,3.14,9421902090363,24,250,ml,2
1,661305,12x330ml,organic,Karma Cola - bottle   ,1.65,Karma Cola,,12.35,V,2.47,9421902090028,12,330,ml,2
1,661310,12x330ml,organic,Gingerella Ginger Ale - bottle   ,1.65,Karma Cola,,12.35,V,2.47,9421902090035,12,330,ml,2
1,661315,12x330ml,organic,Lemmy Lemonade - bottle   ,1.65,Karma Cola,,12.35,V,2.47,9421902090264,12,330,ml,2
1,661557,24x320ml,organic,Blueberry Crush    ,1.63,Luscombe Farm,,24.50,V,4.9,5029212084320,24,320,ml,2
1,661558,24x320ml,organic,Cranberry Crush   ,1.63,Luscombe Farm,,24.50,V,4.9,5029212021325,24,320,ml,2
1,661559,24x320ml,organic,Damascene Rose Bubbly   ,1.63,Luscombe Farm,,24.50,V,4.9,5029212058321,24,320,ml,2
1,661560,24x320ml,organic,Ginger Beer Cool   ,1.61,Luscombe Farm,,24.15,V,4.83,5029212781335,24,320,ml,2
1,661565,24x320ml,organic,Ginger Beer Hot   ,1.61,Luscombe Farm,,24.15,V,4.83,5029212780338,24,320,ml,2
1,661567,24x320ml,organic,Passionate Ginger Beer   ,1.66,Luscombe Farm,,24.85,V,4.97,5029212056327,24,320,ml,2
1,661568,24x320ml,organic,Madagascan Vanilla Soda    ,1.63,Luscombe Farm,,24.50,V,4.9,5029212057324,24,320,ml,2
1,661570,24x320ml,organic,Lemonade Sicilian   ,1.61,Luscombe Farm,,24.15,V,4.83,5029212125337,24,320,ml,2
1,661571,24x320ml,organic,Lime Crush   ,1.63,Luscombe Farm,,24.50,V,4.9,5029212123333,24,320,ml,2
1,661572,24x320ml,organic,Raspberry Crush    ,1.63,Luscombe Farm,,24.50,V,4.9,5029212128338,24,320,ml,2
1,661573,24x320ml,organic,St Clements - orange & lemon crush   ,1.61,Luscombe Farm,,24.15,V,4.83,5029212126334,24,320,ml,2
1,661575,24x320ml,organic,Strawberry Crush (was Lemonade)   ,1.63,Luscombe Farm,,24.50,V,4.9,5029212129335,24,320,ml,2
1,661580,24x320ml,,Wild Elderflower Bubbly   ,1.63,Luscombe Farm,,24.50,V,4.9,5029212124330,24,320,ml,2
1,661805,12x250ml,organic,Ginger & Wasabi - sparkling   ,1.12,Rocks,,8.40,V,1.68,5023762000496,12,250,ml,2
1,661807,12x250ml,organic,Pink Lemonade - sparkling   ,1.12,Rocks,,8.40,V,1.68,5023762000533,12,250,ml,2
1,661810,12x250ml,organic,Raspberry & Lime - sparkling   ,1.12,Rocks,,8.40,V,1.68,5023762000434,12,250,ml,2
1,661812,12x250ml,organic,Strawberry & Blackcurrant - sparkling   ,1.12,Rocks,,8.40,V,1.68,5023762000410,12,250,ml,2
1,661817,12x250ml,organic,Blackcurrant & Elderflower - still   ,1.12,Rocks,,8.40,V,1.68,5023762000458,12,250,ml,2
1,661820,12x250ml,organic,Mango & Orange - still   ,1.12,Rocks,,8.40,V,1.68,5023762000557,12,250,ml,2
1,662205,6x1l,organic,Apple Juice   ,3.79,Herons Folly Garden,,14.20,V,2.84,,6,1,l,2
1,662305,6x1l,organic,Lemon Juice 100%   ,3.70,Juic,,16.65,,0,8016438001153,6,1,l,0
1,662435,6x1l,organic,Apple Juice Blend   ,3.21,Oakwood Farm,,12.05,V,2.41,,6,1,l,2
1,662437,6x1l,organic,Ashmeads Kernel Apple Juice   ,3.21,Oakwood Farm,,12.05,V,2.41,,6,1,l,2
1,662440,6x1l,organic,Cox Apple Juice Blend   ,3.21,Oakwood Farm,,12.05,V,2.41,,6,1,l,2
1,662445,6x1l,organic,Fiesta Apple Juice   ,3.21,Oakwood Farm,,12.05,V,2.41,,6,1,l,2
1,662450,6x1l,organic,Jonagored Apple Juice   ,3.21,Oakwood Farm,,12.05,V,2.41,,6,1,l,2
1,662467,6x1l,organic,Bramley/Dessert Apple Juice Blend       ,3.21,Oakwood Farm,,12.05,V,2.41,,6,1,l,2
1,662470,6x1l,organic,Pear Juice   ,3.21,Oakwood Farm,,12.05,V,2.41,,6,1,l,2
1,662555,12x250ml,organic,Original - Sparking Energy Fruit Drink - Fair Trade    ,1.28,Scheckters,r,9.60,V,1.92,5060248350027,12,250,ml,2
1,662557,12x250ml,organic,Lite - Sparkling Energy Fruit Drink   ,1.28,Scheckters,r,9.60,V,1.92,5060248350034,12,250,ml,2
1,662560,12x250ml,organic,Ginger Green Tea Energy Drink    ,1.28,Scheckters,r,9.60,V,1.92,5060248350171,12,250,ml,2
1,662562,12x250ml,organic,Mint Green Tea Energy Drink    ,1.28,Scheckters,r,9.60,V,1.92,5060248350188,12,250,ml,2
1,662590,12x250ml,organic,Birch Water   ,2.49,Tapped,,18.65,V,3.73,635292526671,12,250,ml,2
1,662592,12x250ml,organic,Birch Water - Apple & Ginger   ,2.49,Tapped,,18.65,V,3.73,635292526695,12,250,ml,2
1,662595,12x250ml,organic,Birch Water - Bilberry & Lingonberry   ,2.49,Tapped,,18.65,V,3.73,635292526688,12,250,ml,2
1,662690,6x360ml,organic,Apple Juice Concentrate   ,4.49,Rocks,,16.85,V,3.37,5060132280881,6,360,ml,2
1,662701,6x360ml,organic,Spiced Fruit Punch Cordial   ,3.49,Rocks,,13.05,V,2.61,5023762000083,6,360,ml,2
1,662703,6x360ml,organic,Blackcurrant Cordial   ,3.49,Rocks,,13.05,V,2.61,5023762000908,6,360,ml,2
1,662705,6x360ml,organic,Elderflower Cordial   ,3.49,Rocks,,13.05,V,2.61,5023762000403,6,360,ml,2
1,662710,6x360ml,organic,Ginger Cordial   ,3.49,Rocks,,13.05,V,2.61,5023762000700,6,360,ml,2
1,662717,6x360ml,organic,Lime Cordial   ,3.49,Rocks,,13.05,V,2.61,5023762000809,6,360,ml,2
1,662738,6x740ml,organic,Blackcurrant Squash   ,3.49,Rocks,,13.10,V,2.62,5023762024874,6,740,ml,2
1,662740,6x740ml,organic,Lemon Squash   ,3.49,Rocks,,13.10,V,2.62,5023762024850,6,740,ml,2
1,662741,6x740ml,organic,Elderberry & Apple Squash (was Apple & Berry)    ,3.49,Rocks,,13.10,V,2.62,5023762024904,6,740,ml,2
1,662742,6x740ml,organic,Elderflower Squash   ,3.49,Rocks,,13.10,V,2.62,5023762024942,6,740,ml,2
1,662744,6x740ml,organic,"Raspberry & Lime Squash (was ""Lime"")   ",3.49,Rocks,,13.10,V,2.62,5023762024935,6,740,ml,2
1,662745,6x740ml,organic,Orange Squash   ,3.49,Rocks,,13.10,V,2.62,5023762024867,6,740,ml,2
1,662747,6x740ml,organic,Blueberry & Apple Fruit Squash    ,3.49,Rocks,,13.10,V,2.62,5023762024898,6,740,ml,2
1,662750,6x740ml,organic,Cherry & Berry Squash (was Red 5 Fruit Squash)    ,3.49,Rocks,,13.10,V,2.62,5023762024881,6,740,ml,2
1,662752,6x740ml,organic,"Mango & Passion Squash (was ""Tropical"")    ",3.49,Rocks,,13.10,V,2.62,5023762024911,6,740,ml,2
1,663205,6x400ml,organic,Apple Juice Concentrate   ,5.29,Suma,,19.85,V,3.97,5017601027430,6,400,ml,2
1,663210,6x400ml,organic,Apple & Blackcurrant Juice Concentrate   ,5.99,Suma,,22.45,V,4.49,5017601027454,6,400,ml,2
1,663515,6x750ml,organic,Prune Juice - large   ,7.49,Vitamont,,28.10,V,5.62,3289196580054,6,750,ml,2
1,664505,6x750ml,organic,Apple Juice   ,2.85,James White,,10.70,V,2.14,5020934000100,6,750,ml,2
1,664507,6x750ml,organic,Apple & Crushed Ginger Juice   ,2.89,James White,,10.85,V,2.17,5020934000162,6,750,ml,2
1,664510,6x750ml,organic,Carrot & Apple Juice   ,2.89,James White,,10.85,V,2.17,5020934000124,6,750,ml,2
1,664518,6x750ml,organic,Pear Juice   ,2.85,James White,,10.70,V,2.14,5020934000117,6,750,ml,2
1,664519,6x750ml,organic,Raspberry & Pear Juice   ,3.29,James White,,12.35,V,2.47,5020934000155,6,750,ml,2
1,664520,24x250ml,organic,Apple Juice   ,1.19,James White,,17.90,V,3.58,5020934025103,24,250,ml,2
1,664522,24x250ml,organic,Apple & Crushed Ginger Juice   ,1.29,James White,,19.40,V,3.88,5020934025165,24,250,ml,2
1,664523,24x250ml,organic,Carrot & Apple Juice   ,1.19,James White,,17.90,V,3.58,5020934025127,24,250,ml,2
1,664524,24x250ml,organic,Cherry & Apple Juice   ,1.29,James White,,19.40,V,3.88,5020934025301,24,250,ml,2
1,664530,24x250ml,organic,Pear Juice   ,1.29,James White,,19.40,V,3.88,5020934025110,24,250,ml,2
1,664535,24x250ml,organic,Raspberry & Pear Juice   ,1.29,James White,,19.40,V,3.88,5020934025158,24,250,ml,2
1,664555,6x750ml,organic,Beetroot Juice - Beet It - large - glass   ,2.35,James White,r,8.80,V,1.76,5020934000728,6,750,ml,2
1,664560,6x750ml,organic,Carrot Juice    ,2.85,James White,,10.70,V,2.14,5020934000278,6,750,ml,2
1,664562,6x750ml,organic,Tomato Juice    ,2.85,James White,,10.70,V,2.14,5020934000643,6,750,ml,2
1,664565,6x750ml,organic,Vegetable Juice    ,2.85,James White,,10.70,V,2.14,5020934000636,6,750,ml,2
1,664590,12x250ml,organic,Beetroot Juice - Beet It - small - plastic   ,1.17,James White,r,8.80,V,1.76,5020934025189,12,250,ml,2
1,664592,15x70ml,organic,Beet It - shot - conc. beetroot juice   ,1.13,James White,r,12.70,,0,5020934007017,15,70,ml,0
1,664595,6x750ml,organic,Ginger Beet It   ,2.35,James White,r,8.80,V,1.76,5020934750012,6,750,ml,2
1,664596,12x250ml,organic,Ginger Beet It - small - plastic   ,1.17,James White,r,8.80,V,1.76,5020934252004,12,250,ml,2
1,664597,6x750ml,organic,Passion Fruit Beet It   ,2.35,James White,r,8.80,V,1.76,5020934750029,6,750,ml,2
1,664605,8x1l,organic,1l Tetra Beetroot Juice - Beet It   ,2.92,James White,r,14.60,V,2.92,5020934001008,8,1,l,2
1,664620,15x70ml,organic,Chilli & Lime Zinger    ,0.97,James White,r,9.10,V,1.82,5020934007055,15,70,ml,2
1,664622,15x70ml,organic,Ginger Zinger    ,0.97,James White,r,9.10,V,1.82,,15,70,ml,2
1,664625,15x70ml,organic,Xtra Hot Ginger Zinger    ,1.06,James White,r,9.90,V,1.98,,15,70,ml,2
1,664627,15x70ml,,Turmeric Juice Zinger (NOT Organic)    ,1.06,James White,r,9.90,V,1.98,,15,70,ml,2
1,671026,1000,,Bags 150x200x305mm (polyprop)   ,,Infinity,,52.95,V,10.59,,,1000,,2
